名字,性别,时间,评论,点赞数,回复数
想当个魔法师,保密,2020-06-04 10:27:20,很奇怪，子柒的视屏不在热门内，这是有什么原因吗？[小电视_困惑],0,0
卿风一顾,女,2020-06-04 10:26:33,突然发现姐姐侧脸好像iu  美美美,0,0
你是我的小鱼gan,保密,2020-06-04 10:26:01,一开始土豆上裹的粉是啥,0,3
快乐储存罐,保密,2020-06-04 10:25:56,紫色土豆我一直以为是紫薯,0,0
我喜欢我是寂静的,保密,2020-06-04 10:25:40,我刚想说土豆花真好看[笑哭]突然想起土豆不开花，看到晒干后的花的形状才反应过来[捂脸]哦，是茉莉啊[笑哭][笑哭],0,0
南工拾卫,保密,2020-06-04 10:24:57,有公司包装真好！酸透了[大哭],0,0
金泽唉,男,2020-06-04 10:24:37,娶妻就娶李子柒,0,0
八号同学小毕,保密,2020-06-04 10:24:31,打卡,0,0
木有血包的医疗兵,男,2020-06-04 10:24:13,天哪，我太馋了[酸了][酸了][酸了],0,0
木头的肉嘟嘟,女,2020-06-04 10:23:01,特别喜欢土豆🥔,0,0
g守望者,男,2020-06-04 10:20:28,手受伤了少碰水啊,0,0
呃今夕何夕,保密,2020-06-04 10:19:42,好棒呀,0,0
小妮子哈哈,保密,2020-06-04 10:18:48,遵义蛋包洋芋值得推荐,0,0
设局加了,男,2020-06-04 10:18:31,杯子好好看，有链接吗,0,0
管理员让我改名字2,保密,2020-06-04 10:17:31,想到萨沙心里就难受，谏山你好狠啊,0,0
改名字用了六枚硬币,女,2020-06-04 10:17:11,弹幕里刷萨沙的 你成功的败坏了他的路人缘 [微笑],1,0
分部不积分,保密,2020-06-04 10:16:54,啊姐姐的手指怎么啦,0,0
犬三藏,男,2020-06-04 10:16:22,众所周知，这是一个减肥栏目,0,0
咕哒噻,男,2020-06-04 10:14:08,土豆和鸡蛋一起烧是禁忌啊,0,0
皇帝也无奈,保密,2020-06-04 10:13:14,只要勤劳，在哪里生活都能活出精彩,0,0
甿飏,保密,2020-06-04 10:12:57,看来越来越胖的不止我一个[微笑],0,0
苏子珹丶,保密,2020-06-04 10:12:53,终于等到子柒姐姐更新了，每次上b站都会期待子柒姐姐的视频更新[打call][打call],0,0
待宴95,保密,2020-06-04 10:12:40,想吃那个饺子，好饿,0,0
叶子也凌乱,保密,2020-06-04 10:11:56,土豆的一生，配合作物栽培学的书食用效果更加[笑哭],0,0
专职抽奖小号,保密,2020-06-04 10:11:32,时长好评，老婆我来迟了[doge],0,0
泡腾水,男,2020-06-04 10:10:27,子柒姐的视频一直还是这么好啊，看完给人好安静的感觉,0,0
余亭Rong,女,2020-06-04 10:08:25,看到视频又饿了[tv_大哭],0,0
木易10七,保密,2020-06-04 10:07:05,好强，但是好多淀粉,0,0
韩牛战衣,保密,2020-06-04 10:05:54,胡一菲她哥胡一刀：女侠好刀法。,0,0
老高家的小媳妇,女,2020-06-04 10:04:28,真的无语，弹幕老是ky,1,0
肥肥真不肥,保密,2020-06-04 10:03:24,昨天快递被别人拿走了，没还。我在学校隔离，一个人在房间陷入死脑筋，从昨天晚上气到今天早上，怎么也想不开，今天看到这个视频，加上今天天气很好，突然就释然了。不管怎么样，生活很美好。,13,0
lei蕾蕾leilei,保密,2020-06-04 10:03:00,太美了,0,0
87292636857_bili,保密,2020-06-04 10:02:06,其实我们自己平时做土豆丝饼可以不过水 因为我们也不需要自己做淀粉嘛~,0,0
伕人爱吃醋,女,2020-06-04 10:00:50,土豆土豆最爱最爱,0,0
无言丶萝卜,男,2020-06-04 09:59:44,土豆（马铃薯）的生于死[doge],0,0
Ai南风知我意,男,2020-06-04 09:59:34,三连[doge],0,0
一只小小白呀,女,2020-06-04 09:57:35,姐姐~！！！！！！！！！！[喜欢],1,0
橘八An,保密,2020-06-04 09:56:58,柒柒，想知道花草茶都有什么[捂眼]也给我姥姥喝点[鼓掌],0,2
不吃胡萝卜的狸猫,女,2020-06-04 09:55:38,灭霸薯[doge],0,0
秋月白white,保密,2020-06-04 09:55:18,昨晚忍着没看，因为怕越看越饿。现在看完了，我今天中午打算去吃土豆粉,1,0
七彩炫光胸毛,男,2020-06-04 09:54:45,她还是那么会做土豆,1,0
tongxi34,保密,2020-06-04 09:54:18,YouTube美国时下流行#13！！！！！能不能再牛逼点！！！！！！,2,0
旭旭嘘嘘6,保密,2020-06-04 09:54:11,好像名井南哦,0,0
一只萌萌哒的包子,保密,2020-06-04 09:53:02,土豆丝刀工[支持][支持]口水要流下来了,0,0
SpellboundByU,男,2020-06-04 09:52:14,啊啊啊啊啊最爱的土豆,0,0
赵摇婧,保密,2020-06-04 09:49:55,诗人[doge],0,0
Ridiculm,保密,2020-06-04 09:49:42,土豆怎么吃都好吃[星星眼],0,0
你怎么又饿了呀,保密,2020-06-04 09:48:40,微博上有说 手指是机器弄伤的,2,0
托马斯跳摆摆舞,保密,2020-06-04 09:46:12,没有弹幕么[doge]是我的问题？,0,0
愿熙兮,女,2020-06-04 09:46:02,干锅小土豆！！！,0,0
坤宝驾校,保密,2020-06-04 09:45:18,土豆还有好几种经典的吃法！（资深土豆迷）,0,0
l新洸,男,2020-06-04 09:44:50,这个饺子绝了，透明的。好看,0,0
差一点就要失去,男,2020-06-04 09:43:55,切土豆的时候应该切到手了,0,0
我的大考官by_Gin,保密,2020-06-04 09:43:53,那个问为什么没有粉丝牌子的姐妹，粉丝牌子在个人中心，要手动领取佩戴！！！！！如果还有问题就问我就行,0,0
糖糖音乐工作室,保密,2020-06-04 09:43:03,颜色好看💫💫💫喜欢视频💫💫💫💫,0,0
糖糖音乐工作室,保密,2020-06-04 09:41:08,"桃子熟了，
💫💫💫💫💫💫",0,0
无药可救的理想主义者,男,2020-06-04 09:40:47,明明看着很现代，却离乡村很近，感觉跟我某位学姐差不多,0,0
糖糖音乐工作室,保密,2020-06-04 09:40:06,哇哇哇好厉害👍👍👍,0,0
Levana珊珊,保密,2020-06-04 09:39:26,我最爱土豆,0,0
万物皆可配方,男,2020-06-04 09:39:10,六棵土豆泥。。。太接地气了[偷笑][偷笑],0,0
onekinds,保密,2020-06-04 09:39:01,妈耶，时长感人,0,0
小瑶子yyy,女,2020-06-04 09:38:38,李子柒把她的生活过成了空间种田文[抱拳],0,0
糖糖音乐工作室,保密,2020-06-04 09:38:27,刀工💫💫👍👍,0,0
亦桐桐桐桐,保密,2020-06-04 09:38:24,谁不爱土豆！！谁不爱！！！！啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1,0
HHO水妖,保密,2020-06-04 09:36:39,希望B站直播间里设置轮播，就是不直播时，房间里轮播上传好的视频，这样我就不用一个个点视频，就能把所有视频都从头看一次了[害羞],1,1
我曾与晚风,保密,2020-06-04 09:35:45,今年我家的土豆是我和妈妈、奶奶一起种的，前两个星期已经长成了，吃到了自己亲手种的土豆[星星眼],0,0
ID_LL,保密,2020-06-04 09:35:32,我爱土豆！,0,0
土豆炒洋芋不马铃薯,保密,2020-06-04 09:35:05,听说我被做成菜了[妙啊],5,0
吧啦吧啦loveyou,保密,2020-06-04 09:33:51,前天刚刨完土豆,0,0
樱光天堂,女,2020-06-04 09:33:41,好多好多土豆,0,0
剑网三万家灯火,保密,2020-06-04 09:32:17,漂亮姐姐我来啦,0,0
爱吃锅巴的皮皮虾,保密,2020-06-04 09:30:05,开头是哪座雪山？有没有知道的,0,0
伴着南风,保密,2020-06-04 09:29:25,神仙终于又出山了[妙啊],0,0
一条虫君,保密,2020-06-04 09:29:24,原来岳父喜欢吃洋芋丝，我也喜欢[doge],0,0
千山竞染霜,女,2020-06-04 09:28:18,热乎的,0,0
超S诧风,保密,2020-06-04 09:27:53,育碧服务器供应商,0,0
易清平_L,保密,2020-06-04 09:27:18,还有一种吃法：生土豆磨成泥，加面粉蒸熟，然后切片凉拌或者加点儿腌的熟咸肉炒着吃特别好吃,0,0
椰子树呀,女,2020-06-04 09:26:27,"我觉得没有人不爱吃土豆的吧！
一颗土豆大卸八块埋土里等啊等，
每一块都能结出好多好多小土豆！
每颗小土豆又能做成土豆烧排骨，酸辣土豆粉，土豆泥、土豆薯片…等等等等……
你的家乡还有没啥地道的土豆吃法啊？",1,0
正版凉秋,保密,2020-06-04 09:25:51,我真的好喜欢土豆,0,0
乆梦枫涵,男,2020-06-04 09:23:59,先投币，现在要考科目四，晚点再看,2,1
谁家炊烟待客归堂,保密,2020-06-04 09:23:37,人间烟火气，最动凡人心,0,0
今天的我依然美丽,女,2020-06-04 09:23:21,我可能是个憨憨，看到茉莉开花的时候以为这是土豆的花。搞得我以为土豆开的花叫茉莉。。。。[捂脸]还好有弹幕告诉我了，真的是尴尬，没有常识的卑微[囧],2,0
有風路過蜻蜓,女,2020-06-04 09:22:16,土豆粉条超级喜欢了，茉莉花真的好香啊,0,0
我是九尾喵喵喵,保密,2020-06-04 09:21:31,煎土豆丝饼里加了葱，还有黄黄那是什么？姜末么？,0,1
巩童学,保密,2020-06-04 09:21:28,每次看李子柒的视频，都会让我平静下来，那些老营销号看的我只想卸载[tv_生气],1,0
恩赐解脱丷心刃,男,2020-06-04 09:21:05,这地蛋(土豆)不算大啊,0,0
东京白日梦想家,男,2020-06-04 09:20:52,好棒的女孩子[爱心],0,0
鲸酱rose丶繁华,保密,2020-06-04 09:20:28,不会就我注意到子柒姐手受伤了吧,0,0
明帅哼哼,保密,2020-06-04 09:19:33,随便小龙虾，这个名字起得真随便[呲牙]，还有想念土豆丝，这个名字真想念[鼓掌],0,0
风雪长天,男,2020-06-04 09:19:24,土豆的一百种吃法,0,0
timLewis,保密,2020-06-04 09:18:09,投我以桃，报之以礼,0,0
博纳SS,男,2020-06-04 09:17:40,我也超喜欢吃土豆，还有茄子,1,0
就属我最皮,女,2020-06-04 09:17:22,萨沙快乐餐,0,0
虾米诶,保密,2020-06-04 09:17:21,最爱土豆了,0,0
巩童学,保密,2020-06-04 09:14:49,各种平台上的神仙up，都在无时无刻提醒我是个废物[tv_难过],1,0
Echo咕咕,保密,2020-06-04 09:14:32,弹幕里那个红字说子柒学日食记的，别在弹幕引战，有本事来评论区对线！！你挺能啊[阴险],6,6
顾漾黎,保密,2020-06-04 09:13:53,来看仙女,0,0
孤千行,保密,2020-06-04 09:13:47,薯片,0,0
62309408025_bili,男,2020-06-04 09:12:58,刀功了得，[加油][支持],0,0
黄萌萌85526113,保密,2020-06-04 09:12:32,这么专业的视频拍摄，这背后的团队够大的,0,0
爆躁小老哥,保密,2020-06-04 09:12:11,只要是李子柒的视频，弹幕评论转发收藏投币点赞一样都不能少！,0,0
巩童学,保密,2020-06-04 09:11:17,土豆土豆我是地瓜[热词系列_猛男必看],1,0
红白玫瑰做成的米迦勒,保密,2020-06-04 09:09:51,土豆就是缀吊的！,0,0
碎月间,女,2020-06-04 09:08:33,[喜欢][喜欢][喜欢]来了来了来了,0,0
不听话就打哭,保密,2020-06-04 09:07:56,我一直以为那个是紫薯[笑哭],0,0
星星の大鱼,女,2020-06-04 09:07:34,每次来都要感叹一句，李子柒真乃人间仙女,0,0
阿牙牙X,保密,2020-06-04 09:07:21,我现在一看到uo就想到了我的二模，这提醒我该去学习了,1,0
十口玉涵,女,2020-06-04 09:06:26,洋芋真的很好吃！！！,0,0
杏花弦外临江仙,保密,2020-06-04 09:05:23,想知道这一期镜头总是会切到的那个植物是什么？17:10出现的那个,0,2
Jun-2017,保密,2020-06-04 09:03:55,子柒每个视频都好用心哦[鼓掌][呲牙]三连爱了,0,0
昏昏欲睡的kitten,保密,2020-06-04 09:02:37,[热词系列_吹爆]柒姐~我还以为那是紫薯[喜极而泣],0,0
DasonSZ,男,2020-06-04 09:00:46,可以代表中国！,0,0
武汉工程大学团委,保密,2020-06-04 09:00:41,土豆真香！,0,0
艾游兔,保密,2020-06-04 09:00:32,"5分46秒 
明显换人煎了[喜极而泣]",0,5
流落地球的喵星人,男,2020-06-04 08:59:21,土豆怎么做都不好吃,0,0
小土豆大爆发,保密,2020-06-04 08:58:28,我被切了[喜极而泣],1,0
巴嘎雅路,保密,2020-06-04 08:58:24,不知道为什么，每次看李子柒的视频都会不由自主的流下泪来。身不能至，心向往之。,0,0
19563250288_bili,保密,2020-06-04 08:57:12,淀粉崛起[OK],0,0
Odsy921o,保密,2020-06-04 08:56:23,看这期的视频看得流泪，从送吃的那部分到最后，谢谢李子柒给我带来的感动[爱心],0,0
兜售瓜子花生矿泉水,男,2020-06-04 08:56:17,我只认识那种最普通的土豆,0,0
あきばいつき,男,2020-06-04 08:56:12,小森林,0,0
奎庐_古琴,保密,2020-06-04 08:55:25,"虽不能至 心向往之…(评论课代表专用）
看子柒视频很治愈 因为很真实
这是生活洗礼后的极简主义
人间至味是清欢…",1,0
莱恩不赖你次,保密,2020-06-04 08:55:10,第一次看 很惊艳,0,0
杏花弦外临江仙,保密,2020-06-04 08:54:00,土豆原来还有紫色的吗？我一直以为那个是紫薯[囧],0,0
Darboux的数学教育课堂,男,2020-06-04 08:53:30,太艺术了,0,0
forest的为你,男,2020-06-04 08:52:57,注意保护自己啊[酸了],0,0
90458017165_bili,保密,2020-06-04 08:51:31,第二次认真看你的视频，第一个是做拉面的那个。很久听说过你的大名，但是很少看你的视频。视频拍的不错，手艺也好。,0,0
米大圈66,保密,2020-06-04 08:50:26,我内蒙土豆一个能打十个南方土豆,0,0
h哈哈哈哈哈哈,保密,2020-06-04 08:50:24,"看到有弹幕说:啥时候开饭店我去吃
开什么饭店多麻烦。馋你多简单[微笑][微笑][微笑][doge]",0,0
年轻既出发,男,2020-06-04 08:49:06,土豆土豆,0,0
泡泡鱼生,保密,2020-06-04 08:48:51,最爱土豆，土豆真是太好吃了,0,0
红薯炖梨,女,2020-06-04 08:48:25,超级喜欢子柒的视频，谢谢提供了一个治愈的圣地。祝奶奶身体健康，子柒越来越好,1,0
含宜,保密,2020-06-04 08:48:16,啊啊啊啊啊啊啊啊啊啊啊啊啊更新了,0,0
雀仙咕,保密,2020-06-04 08:47:16,天，要是子柒穿了，绝对的种田文啊！[喜欢]那种小乡村归隐的生活~诶嘿嘿,0,0
仲春十三__小北,男,2020-06-04 08:47:15,哇哦！姐姐！,0,0
旧毛衣的毛衣酱,女,2020-06-04 08:45:36,我刀功尴尬的一批[笑哭]会切丝但没子柒这么快[笑哭]所以一般是想起来了自己就用刀切丝，想不起来就用工具刮成丝[笑哭],0,0
巧克力奥利奥最好吃,女,2020-06-04 08:42:59,"猜一下姐姐以后的作品:
玉米的一生，
小麦的一生，
花生的一生，
南瓜的一生，
红薯的一生，
...",0,0
随枫的洛叶,男,2020-06-04 08:42:38,子柒还招人不？钱不钱的无所谓，管饭就行了,3,0
小杨头发多,保密,2020-06-04 08:41:38,姐姐越来越好看啦,1,0
我的猫像个憨憨,男,2020-06-04 08:40:41,一个重庆人表示一生都会吃土豆[妙啊],0,0
流觞浅爱乀,保密,2020-06-04 08:40:31,有没有发现过奶奶偷吃的！！！,0,0
小十五0815,女,2020-06-04 08:40:16,突然想起，我刚开始关注你的时候。中秋节，明月下面的那盘土豆丝。可能同病相怜，可能能感觉到,0,0
阿坤坤哥,保密,2020-06-04 08:39:13,"看见弹幕里的兄弟们好像不认识紫色的是紫土豆还是紫薯，其实从李子柒栽培的方法就可以看出来是紫土豆。
土豆和红薯都是无性繁殖的，区别是：土豆是把种土豆切块种下去，注意切的每一块必须保证上面有芽眼才能成活；红薯是先种种薯，等到长出红薯藤，再把红薯藤剪成一段一段进行扦插（据说红薯传入中国就是出海的船员把红薯藤伪装成绳子带回来的）
下回要是被困火星，别忘了种红薯和种土豆不一样的哦[微笑]",1,0
零零落落幻,男,2020-06-04 08:38:37,视频做得太棒了！,0,0
蓝婪蓝懒,保密,2020-06-04 08:38:32,[吃瓜]顿时觉得手中的油条油腻了！,0,0
欲盖弥彰1997,保密,2020-06-04 08:38:20,哈哈哈,0,0
梁潇是兵兵,保密,2020-06-04 08:37:11,神仙土豆,0,0
御宅女陈,女,2020-06-04 08:33:27,这杯子看着像是自己做的,0,0
御宅女陈,女,2020-06-04 08:32:53,起名鬼才,0,0
Tomatoes番茄酱,保密,2020-06-04 08:32:45,跟以前小时候和爷爷奶奶一起生活时一样，土豆也是根据发芽的位置切开，然后过上烧火灰，种在地里[干杯],0,0
贪玩的小马甲,保密,2020-06-04 08:32:35,琉璃杯有卖吗?,0,0
一ffw,女,2020-06-04 08:31:38,神仙姐姐李子柒,0,0
吃多可爱长大,保密,2020-06-04 08:30:53,饿了…555,0,0
煲汤不加盐,保密,2020-06-04 08:29:28,"u1s1,嗦粉是最开心的……",0,0
贪玩的小马甲,保密,2020-06-04 08:28:14,觉得可以戴手套吧，看着我都觉得手疼…,0,0
抛物线呀,男,2020-06-04 08:27:56,紫色的是什么东西啊？,0,0
岁碎今朝,女,2020-06-04 08:26:56,"一波彩虹屁来袭~[热词系列_爱了爱了]
子柒姐姐沉鱼落雁、闭月羞花、倾国倾城、皓齿明眸、 顾盼流转 、温婉娴淑、明艳动人  秀而不媚 、玲珑剔透 、离魂倩女、艳绝千秋 、丽质天成 、千娇百媚、 神仙玉骨、 雪肤花貌、香艳夺目、眉清目秀、 国色天姿、 一貌倾城 、莺惭燕妒、含苞待放 秋水伊人 、玉洁冰清、 袅袅娉娉 、明媚妖娆、吹弹即破 、娥娜翩跹、 风信年华 、绝色倾城、 温柔可人、艳美绝俗、 亭亭玉立 、粉妆玉琢、 清辞丽曲、秀丽端庄、 天姿绝色 、琼姿花貌 、 面如傅粉 、天姿国色、 我见犹怜、冰肌玉骨、 风姿绰约 、二八佳人、 春深似海、 惊鸿一瞥

最重要的当然是可可爱爱的手艺啦♡[tv_色]",2,0
大发的发-,保密,2020-06-04 08:26:29,土豆里面是满满的思念啊,0,0
可爱的高泡泡,女,2020-06-04 08:25:28,超爱吃土豆！！！！！！,0,0
青狼同学,男,2020-06-04 08:25:23,有的弹幕真是伤风败俗。[疑惑],0,0
菡萏旭爱,保密,2020-06-04 08:22:37,诗意般的生活,0,0
博博将,男,2020-06-04 08:19:56,岁月静好 大致就是如此吧,0,0
粘糖香芋,男,2020-06-04 08:19:35,洋芋坨坨我最爱,0,0
嫩绿,保密,2020-06-04 08:19:14,眼泪情不自禁的掉了下来[酸了][酸了][酸了],0,0
超能泡芙,女,2020-06-04 08:18:28,泪腺好像长在了奇怪的地方,0,0
屏蔽很多UP主,保密,2020-06-04 08:18:10,土豆炖鸡骨好吃,0,0
思陌如风,女,2020-06-04 08:16:43,哇哦回来啦!,0,0
你好啊-飞飞,保密,2020-06-04 08:15:51,谁不爱土豆呢,1,0
倦倚西风夜,保密,2020-06-04 08:13:30,这是仙女过的生活,0,0
依笑乘凉风,保密,2020-06-04 08:12:39,啊啊啊啊啊啊啊啊啊啊啊姐姐来啦啊啊啊啊啊啊啊啊啊啊啊不用再只能翻以前的视频了,0,0
星星垂眸惊了舸,女,2020-06-04 08:12:05,今天也是被神仙姐姐迷倒的一天[喜欢],1,0
